,year,exporter,importer,product_code,value,weight
21200,2001,757,32,930200,86.629,0.222
21201,2001,757,32,930330,8.987,0.039
21202,2001,757,36,930200,34.13,0.093
21203,2001,757,36,930320,1.157,0.001
21204,2001,757,36,930330,12.178,0.064
21205,2001,757,40,930100,49.71,0.515
21206,2001,757,40,930200,32.083,0.219
21207,2001,757,40,930320,1.59,0.01
21208,2001,757,40,930330,56.208,0.677
21209,2001,757,48,930200,0.742,0.003
21210,2001,757,48,930330,1.285,0.006
21211,2001,757,50,930200,1.702,0.007
21212,2001,757,52,930200,25.815,0.05
21213,2001,757,56,930100,55.698,1.018
21214,2001,757,56,930200,101.333,0.529
21215,2001,757,56,930320,66.34,0.055
21216,2001,757,56,930330,44.252,0.112
21217,2001,757,72,930100,1.175,0.005
21218,2001,757,72,930320,3.414,0.014
21219,2001,757,100,930200,1.78,0.003
21220,2001,757,100,930330,1.519,0.009
21221,2001,757,124,930100,51.102,0.343
21222,2001,757,124,930200,14.245,0.046
21223,2001,757,124,930320,3.148,0.008
21224,2001,757,124,930330,14.747,0.016
21225,2001,757,152,930330,14.83,0.054
21226,2001,757,156,930200,36.347,0.102
21227,2001,757,156,930330,5.813,0.011
21228,2001,757,191,930200,3.67,0.008
21229,2001,757,191,930320,1.74,0.08
21230,2001,757,191,930330,5.932,0.02
21231,2001,757,196,930200,2.614,0.013
21232,2001,757,203,930100,0.095,0.006
21233,2001,757,203,930200,21.002,0.058
21234,2001,757,203,930330,11.642,0.042
21235,2001,757,208,930100,0.593,0.006
21236,2001,757,208,930200,32.598,0.092
21237,2001,757,208,930320,1.542,0.004
21238,2001,757,208,930330,2.61,0.028
21239,2001,757,233,930200,0.825,0.002
21240,2001,757,246,930100,43.986,0.183
21241,2001,757,246,930200,19.445,0.057
21242,2001,757,246,930330,11.084,0.059
21243,2001,757,251,930100,181.62,5.045
21244,2001,757,251,930200,127.102,0.359
21245,2001,757,251,930320,1.435,0.005
21246,2001,757,251,930330,92.776,0.157
21247,2001,757,266,930200,1.107,0.004
21248,2001,757,276,930100,621.597,24.324
21249,2001,757,276,930200,1116.96,4.457
21250,2001,757,276,930320,32.506,0.828
21251,2001,757,276,930330,375.076,3.585
21252,2001,757,300,930100,2.247,0.019
21253,2001,757,300,930200,5.657,0.02
21254,2001,757,300,930320,135.148,2.001
21255,2001,757,304,930320,1.672,0.004
21256,2001,757,348,930200,0.771,0.002
21257,2001,757,348,930330,2.149,0.006
21258,2001,757,352,930100,0.178,0.008
21259,2001,757,352,930320,0.238,0.006
21260,2001,757,352,930330,0.105,0.003
21261,2001,757,360,930200,0.593,0.002
21262,2001,757,364,930330,14.02,0.05
21263,2001,757,372,930100,0.492,0.003
21264,2001,757,372,930200,2.414,0.007
21265,2001,757,372,930330,13.572,0.59
21266,2001,757,380,930100,299.312,6.87
21267,2001,757,380,930200,178.898,0.584
21268,2001,757,380,930320,7.064,0.029
21269,2001,757,380,930330,89.194,0.296
21270,2001,757,384,930200,8.464,0.012
21271,2001,757,392,930200,8.387,0.021
21272,2001,757,392,930330,22.779,0.068
21273,2001,757,398,930200,54.575,0.003
21274,2001,757,400,930200,28.08,0.072
21275,2001,757,404,930100,1.014,0.011
21276,2001,757,404,930200,0.294,0.001
21277,2001,757,404,930320,1.199,0.013
21278,2001,757,404,930330,0.294,0.003
21279,2001,757,410,930200,11.823,0.018
21280,2001,757,414,930200,6.289,0.009
21281,2001,757,428,930100,17.09,0.076
21282,2001,757,428,930200,5.371,0.011
21283,2001,757,440,930200,5.543,0.009
21284,2001,757,440,930330,14.318,0.062
21285,2001,757,442,930100,8.523,0.05
21286,2001,757,442,930200,39.714,0.079
21287,2001,757,442,930330,7.433,0.026
21288,2001,757,446,930200,12.011,0.02
21289,2001,757,454,930100,0.297,0.003
21290,2001,757,454,930200,0.356,0.001
21291,2001,757,458,930100,283.551,0.494
21292,2001,757,458,930200,126.517,0.16
21293,2001,757,470,930100,0.344,0.01
21294,2001,757,470,930200,0.326,0.001
21295,2001,757,484,930200,433.319,2.121
21296,2001,757,504,930330,0.742,0.003
21297,2001,757,512,930200,2.114,0.001
21298,2001,757,512,930330,22.542,0.038
21299,2001,757,528,930100,119.782,0.502
21300,2001,757,528,930200,42.925,0.13
21301,2001,757,528,930320,37.621,0.411
21302,2001,757,528,930330,0.896,0.009
21303,2001,757,554,930100,0.771,0.012
21304,2001,757,554,930200,1.424,0.006
21305,2001,757,554,930330,4.428,0.032
21306,2001,757,574,930200,0.934,0.002
21307,2001,757,579,930100,26.927,0.178
21308,2001,757,579,930200,53.093,0.14
21309,2001,757,579,930320,7.644,0.015
21310,2001,757,579,930330,30.335,0.104
21311,2001,757,608,930100,23.728,0.04
21312,2001,757,608,930200,2.812,0.005
21313,2001,757,616,930100,0.73,0.019
21314,2001,757,616,930200,24.824,0.101
21315,2001,757,620,930200,1.877,0.007
21316,2001,757,620,930320,0.43,0.009
21317,2001,757,634,930200,3.291,0.009
21318,2001,757,642,930330,2.183,0.004
21319,2001,757,643,930330,49.905,0.425
21320,2001,757,662,930200,2.747,0.001
21321,2001,757,682,930200,1.483,0.002
21322,2001,757,682,930330,51.253,0.105
21323,2001,757,699,930200,5.755,0.01
21324,2001,757,699,930330,8.898,0.02
21325,2001,757,702,930100,127.577,0.38
21326,2001,757,702,930200,4.385,0.008
21327,2001,757,703,930100,47.14,0.129
21328,2001,757,703,930200,0.642,0.002
21329,2001,757,705,930100,1.07,0.008
21330,2001,757,705,930200,0.623,0.002
21331,2001,757,705,930320,1.07,0.007
21332,2001,757,705,930330,5.79,0.018
21333,2001,757,710,930200,4.888,0.015
21334,2001,757,710,930330,0.83,0.004
21335,2001,757,716,930320,0.341,0.006
21336,2001,757,724,930100,22.841,0.355
21337,2001,757,724,930200,84.167,0.191
21338,2001,757,724,930320,3.503,0.012
21339,2001,757,724,930330,156.747,0.111
21340,2001,757,736,930200,0.475,0.001
21341,2001,757,740,930200,1.944,0.003
21342,2001,757,752,930100,2.732,0.16
21343,2001,757,752,930200,86.776,0.308
21344,2001,757,752,930330,7.308,0.025
21345,2001,757,764,930200,25.313,0.067
21346,2001,757,764,930330,7.943,0.079
21347,2001,757,784,930100,8.601,0.032
21348,2001,757,784,930200,37.511,0.08
21349,2001,757,784,930320,12.368,0.041
21350,2001,757,784,930330,35.768,0.07
21351,2001,757,792,930200,111.798,0.173
21352,2001,757,792,930330,50.422,0.1
21353,2001,757,800,930200,3.381,0.004
21354,2001,757,818,930100,15.237,0.048
21355,2001,757,818,930200,6.796,0.021
21356,2001,757,826,930100,124.485,0.582
21357,2001,757,826,930200,324.178,0.096
21358,2001,757,826,930320,45.687,0.076
21359,2001,757,826,930330,137.377,0.191
21360,2001,757,834,930200,0.897,0.004
21361,2001,757,834,930330,0.205,0.005
21362,2001,757,842,930100,505.916,25.064
21363,2001,757,842,930200,710.228,2.665
21364,2001,757,842,930320,2.283,0.013
21365,2001,757,842,930330,755.666,2.754
21366,2001,757,854,930200,0.995,0.002
21367,2001,757,854,930320,0.034,0.002
21368,2001,757,854,930330,0.484,0.007
21369,2001,757,858,930200,3.986,0.005
21370,2001,757,862,930200,22.074,0.098
21371,2001,757,862,930330,8.8,0.084
21372,2001,757,891,930330,2.01,0.007
21373,2001,757,894,930200,0.88,0.002
21374,2001,757,894,930330,1.831,0.013
21375,2001,764,251,930320,8.957,0.2
21376,2001,764,251,930330,3.583,0.1
21377,2001,768,204,930320,0.123,0.001
21378,2001,768,854,930320,0.116,0.009
21379,2001,768,854,930330,0.048,0.003
21380,2001,780,28,930200,1.324,0.012
21381,2001,780,659,930200,0.288,0.005
21382,2001,780,670,930200,2.872,0.061
21383,2001,780,826,930320,5.127,0.007
21384,2001,780,842,930100,12.784,0.23
21385,2001,784,276,930200,44.0,0.204
21386,2001,784,276,930320,47.0,0.475
21387,2001,784,276,930330,68.0,0.1
21388,2001,784,380,930200,9.159,0.034
21389,2001,784,380,930320,30.205,0.062
21390,2001,784,380,930330,4.079,0.013
21391,2001,784,512,930100,1.04,0.453
21392,2001,784,512,930200,0.156,0.001
21393,2001,784,826,930330,10.094,0.086
21394,2001,784,834,930200,0.114,0.001
21395,2001,784,834,930320,0.061,0.03
21396,2001,784,894,930320,0.366,0.026
21397,2001,792,8,930320,183.088,2.002
21398,2001,792,8,930330,0.239,0.002
21399,2001,792,32,930100,11.198,0.733
21400,2001,792,32,930200,5.0,0.015
21401,2001,792,32,930320,162.897,3.396
21402,2001,792,32,930330,8.131,0.505
21403,2001,792,36,930320,46.253,0.561
21404,2001,792,40,930200,3.334,0.005
21405,2001,792,40,930320,11.073,0.099
21406,2001,792,40,930330,2.081,0.039
21407,2001,792,50,930330,0.05,0.003
21408,2001,792,56,930200,0.4,0.001
21409,2001,792,56,930320,45.438,1.09
21410,2001,792,70,930100,0.38,0.025
21411,2001,792,72,930330,4.84,0.029
21412,2001,792,100,930320,4.668,0.082
21413,2001,792,100,930330,6.92,0.212
21414,2001,792,124,930320,60.604,1.037
21415,2001,792,124,930330,26.065,1.104
21416,2001,792,144,930320,0.02,0.005
21417,2001,792,191,930320,0.349,0.003
21418,2001,792,196,930200,1.106,0.002
21419,2001,792,196,930320,28.55,1.728
21420,2001,792,203,930320,14.988,0.211
21421,2001,792,208,930320,9.045,0.2
21422,2001,792,208,930330,0.9,0.025
21423,2001,792,246,930100,1.075,0.003
21424,2001,792,246,930320,16.917,0.295
21425,2001,792,246,930330,1.296,0.042
21426,2001,792,251,930320,754.263,18.743
21427,2001,792,276,930200,1.0,0.005
21428,2001,792,276,930320,769.457,20.361
21429,2001,792,276,930330,420.381,14.676
21430,2001,792,300,930320,171.523,4.952
21431,2001,792,300,930330,42.033,1.008
21432,2001,792,348,930320,6.0,0.1
21433,2001,792,352,930320,15.735,0.243
21434,2001,792,352,930330,11.844,0.22
21435,2001,792,360,930200,24.374,0.5
21436,2001,792,360,930320,0.596,0.02
21437,2001,792,372,930320,5.303,0.03
21438,2001,792,376,930320,8.856,0.152
21439,2001,792,380,930200,41.661,0.608
21440,2001,792,380,930320,461.695,10.047
21441,2001,792,380,930330,67.204,1.37
21442,2001,792,398,930320,39.622,0.776
21443,2001,792,400,930320,11.187,0.381
21444,2001,792,410,930320,33.011,0.618
21445,2001,792,414,930320,8.28,0.194
21446,2001,792,422,930320,1245.291,50.222
21447,2001,792,422,930330,277.979,9.183
21448,2001,792,470,930320,11.141,0.119
21449,2001,792,470,930330,2.16,0.073
21450,2001,792,484,930320,1.5,0.016
21451,2001,792,496,930330,0.375,0.004
21452,2001,792,528,930330,10.749,0.107
21453,2001,792,540,930330,1.021,0.012
21454,2001,792,554,930320,26.226,0.401
21455,2001,792,554,930330,36.89,1.149
21456,2001,792,579,930200,0.144,0.001
21457,2001,792,579,930320,74.548,1.426
21458,2001,792,579,930330,29.479,0.665
21459,2001,792,604,930320,1.92,0.033
21460,2001,792,620,930320,215.676,4.289
21461,2001,792,620,930330,7.2,0.24
21462,2001,792,643,930200,0.54,0.249
21463,2001,792,643,930320,4.465,0.03
21464,2001,792,710,930320,7.25,0.103
21465,2001,792,724,930320,63.878,1.478
21466,2001,792,724,930330,4.698,0.022
21467,2001,792,752,930320,1.587,0.035
21468,2001,792,757,930100,0.15,0.002
21469,2001,792,757,930200,99.3,0.613
21470,2001,792,757,930320,0.814,0.004
21471,2001,792,804,930320,8.15,0.24
21472,2001,792,818,930320,13.922,0.236
21473,2001,792,826,930320,11.221,0.132
21474,2001,792,826,930330,0.432,0.013
21475,2001,792,842,930100,349.095,4.509
21476,2001,792,842,930320,6175.734,134.878
21477,2001,792,842,930330,103.423,2.375
21478,2001,792,854,930320,0.068,0.002
21479,2001,792,854,930330,0.225,0.021
21480,2001,792,858,930320,3.905,0.108
21481,2001,798,752,930320,2.232,0.015
21482,2001,804,40,930330,4.065,0.3
21483,2001,804,203,930200,0.476,0.002
21484,2001,804,276,930200,213.0,2.2
21485,2001,804,348,930330,2.0,0.021
21486,2001,804,352,930100,0.091,0.006
21487,2001,804,352,930320,0.512,0.016
21488,2001,804,380,930320,2.682,0.004
21489,2001,804,703,930100,20.199,1.76
21490,2001,804,703,930200,0.649,0.006
21491,2001,804,842,930200,265.545,1.3
21492,2001,807,124,930100,295.996,2.41
21493,2001,807,842,930100,116.0,0.628
21494,2001,807,842,930330,204.0,2.037
21495,2001,818,414,930200,0.248,0.002
21496,2001,818,792,930200,3.4,0.007
21497,2001,818,792,930320,1.253,0.006
21498,2001,818,834,930200,0.114,0.001
21499,2001,826,32,930320,5.268,0.003
21500,2001,826,32,930330,3.854,0.192
21501,2001,826,36,930100,2358.168,116.66
21502,2001,826,36,930200,303.167,1.317
21503,2001,826,36,930320,31.738,0.604
21504,2001,826,36,930330,91.48,0.133
21505,2001,826,40,930320,1.529,0.013
21506,2001,826,40,930330,43.679,0.117
21507,2001,826,44,930330,2.762,0.003
21508,2001,826,48,930320,2.153,0.003
21509,2001,826,48,930330,0.864,0.002
21510,2001,826,50,930200,1022.079,7.228
21511,2001,826,52,930320,5.063,0.028
21512,2001,826,52,930330,0.246,0.008
21513,2001,826,56,930320,786.768,4.336
21514,2001,826,56,930330,73.437,0.542
21515,2001,826,68,930100,2.647,0.009
21516,2001,826,68,930200,1.062,0.005
21517,2001,826,68,930330,4.16,0.043
21518,2001,826,72,930330,20.764,0.207
21519,2001,826,76,930100,186.081,0.422
21520,2001,826,84,930200,8.117,0.116
21521,2001,826,100,930320,2.92,0.108
21522,2001,826,124,930100,151.729,0.048
21523,2001,826,124,930200,2.329,0.011
21524,2001,826,124,930320,67.778,0.115
21525,2001,826,124,930330,50.301,0.098
21526,2001,826,144,930320,58.745,0.004
21527,2001,826,144,930330,11.123,0.063
21528,2001,826,152,930330,1.158,0.012
21529,2001,826,170,930320,28.802,0.004
21530,2001,826,170,930330,1.493,0.005
21531,2001,826,196,930320,28.908,0.226
21532,2001,826,196,930330,10.55,0.105
21533,2001,826,203,930200,0.647,0.009
21534,2001,826,208,930320,45.979,1.081
21535,2001,826,208,930330,3.17,0.03
21536,2001,826,238,930330,2.592,0.003
21537,2001,826,246,930200,16.66,0.12
21538,2001,826,251,930320,396.777,2.6
21539,2001,826,251,930330,180.027,2.0
21540,2001,826,276,930200,65.0,0.2
21541,2001,826,276,930320,6.904,0.047
21542,2001,826,276,930330,7.525,0.032
21543,2001,826,300,930330,0.598,0.002
21544,2001,826,308,930320,4.904,0.069
21545,2001,826,328,930320,0.214,0.004
21546,2001,826,344,930100,21.798,0.118
21547,2001,826,344,930320,5.476,0.014
21548,2001,826,344,930330,8.078,0.081
21549,2001,826,352,930320,17.492,0.157
21550,2001,826,352,930330,8.906,0.805
21551,2001,826,372,930320,19.408,0.053
21552,2001,826,372,930330,21.089,0.509
21553,2001,826,380,930320,7.867,0.07
21554,2001,826,380,930330,11.568,0.062
21555,2001,826,388,930200,36.844,0.123
21556,2001,826,392,930100,107.977,0.198
21557,2001,826,392,930320,81.772,0.576
21558,2001,826,392,930330,19.935,0.074
21559,2001,826,400,930330,5.206,0.01
21560,2001,826,404,930330,20.138,0.01
21561,2001,826,410,930100,176.287,0.522
21562,2001,826,410,930200,126.397,0.37
21563,2001,826,410,930320,82.875,0.19
21564,2001,826,410,930330,149.26,0.7
21565,2001,826,414,930200,37.331,0.112
21566,2001,826,422,930320,7.28,0.045
21567,2001,826,440,930200,0.629,0.003
21568,2001,826,440,930330,1.9,0.015
21569,2001,826,454,930330,26.094,0.004
21570,2001,826,458,930200,32.479,0.159
21571,2001,826,458,930330,11.207,0.041
21572,2001,826,462,930100,5.303,466.103
21573,2001,826,470,930320,36.326,0.527
21574,2001,826,470,930330,11.272,0.113
21575,2001,826,480,930330,0.297,0.003
21576,2001,826,484,930330,15.409,0.004
21577,2001,826,512,930200,109.319,0.812
21578,2001,826,512,930320,17.274,0.172
21579,2001,826,524,930320,10.045,0.044
21580,2001,826,528,930330,2.557,0.01
21581,2001,826,554,930100,4.013,0.142
21582,2001,826,554,930320,15.367,0.374
21583,2001,826,566,930200,108.903,1.082
21584,2001,826,579,930200,2.096,0.129
21585,2001,826,579,930320,58.515,0.204
21586,2001,826,579,930330,12.636,0.082
21587,2001,826,584,930330,2.288,0.08
21588,2001,826,620,930330,0.768,0.004
21589,2001,826,634,930320,7.409,0.014
21590,2001,826,634,930330,454.963,0.177
21591,2001,826,643,930320,107.165,0.014
21592,2001,826,643,930330,69.277,0.015
21593,2001,826,662,930320,0.491,0.015
21594,2001,826,670,930320,0.352,0.003
21595,2001,826,674,930320,29.836,0.03
21596,2001,826,702,930320,2.234,0.024
21597,2001,826,702,930330,253.537,2.531
21598,2001,826,703,930100,28.348,0.103
21599,2001,826,703,930200,0.15,0.001
21600,2001,826,710,930320,13.206,0.073
21601,2001,826,710,930330,505.297,0.057
21602,2001,826,716,930320,3.055,0.069
21603,2001,826,724,930320,49.611,0.26
21604,2001,826,724,930330,11.271,0.02
21605,2001,826,736,930200,10.358,1.44
21606,2001,826,752,930320,3.009,0.02
21607,2001,826,757,930200,40.994,0.051
21608,2001,826,757,930320,721.974,0.165
21609,2001,826,757,930330,65.63,0.049
21610,2001,826,764,930320,0.555,0.006
21611,2001,826,764,930330,21.601,0.003
21612,2001,826,780,930320,0.074,0.013
21613,2001,826,780,930330,1.24,0.008
21614,2001,826,784,930320,511.27,0.097
21615,2001,826,784,930330,101.799,0.163
21616,2001,826,788,930320,17.799,0.165
21617,2001,826,818,930320,28.802,0.003
21618,2001,826,834,930200,0.576,0.006
21619,2001,826,834,930320,2.408,0.008
21620,2001,826,842,930100,4461.18,24.166
21621,2001,826,842,930200,15.624,0.076
21622,2001,826,842,930320,10664.02,15.246
21623,2001,826,842,930330,2277.636,6.117
21624,2001,826,854,930330,2.317,0.031
21625,2001,834,894,930200,0.12,0.008
21626,2001,842,20,930200,6.638,0.025
21627,2001,842,20,930320,7.005,0.266
21628,2001,842,20,930330,14.43,0.209
21629,2001,842,32,930100,345.794,6.209
21630,2001,842,32,930200,247.63,1.293
21631,2001,842,32,930320,252.811,3.652
21632,2001,842,32,930330,451.043,6.428
21633,2001,842,36,930100,9957.048,215.18
21634,2001,842,36,930200,586.443,2.363
21635,2001,842,36,930320,216.537,2.366
21636,2001,842,36,930330,1391.75,11.156
21637,2001,842,40,930100,27.4,0.492
21638,2001,842,40,930200,71.031,0.271
21639,2001,842,40,930320,2.891,0.111
21640,2001,842,40,930330,136.778,1.329
21641,2001,842,44,930100,11.691,0.213
21642,2001,842,44,930200,14.642,0.072
21643,2001,842,44,930320,38.782,0.311
21644,2001,842,44,930330,25.389,0.253
21645,2001,842,48,930100,36.5,0.655
21646,2001,842,50,930200,126.596,0.895
21647,2001,842,50,930320,307.412,1.911
21648,2001,842,52,930100,0.765,0.009
21649,2001,842,52,930200,26.5,0.099
21650,2001,842,52,930320,2.16,0.007
21651,2001,842,52,930330,5.851,0.048
21652,2001,842,56,930100,58.975,1.059
21653,2001,842,56,930200,4094.553,15.641
21654,2001,842,56,930320,208.266,1.737
21655,2001,842,56,930330,950.586,8.392
21656,2001,842,68,930100,562.987,10.109
21657,2001,842,68,930200,25.619,0.084
21658,2001,842,68,930320,7.422,0.079
21659,2001,842,68,930330,26.874,0.15
21660,2001,842,72,930320,36.016,0.087
21661,2001,842,76,930100,167.572,2.978
21662,2001,842,76,930200,4.192,0.015
21663,2001,842,76,930320,70.601,0.125
21664,2001,842,76,930330,201.9,1.684
21665,2001,842,84,930200,31.943,0.081
21666,2001,842,84,930320,22.156,3.692
21667,2001,842,84,930330,3.355,0.385
21668,2001,842,96,930100,10.659,0.191
21669,2001,842,96,930330,2.638,0.021
21670,2001,842,100,930200,78.749,0.301
21671,2001,842,100,930320,4.281,0.035
21672,2001,842,100,930330,32.008,0.257
21673,2001,842,124,930100,2789.31,42.402
21674,2001,842,124,930200,3374.524,10.829
21675,2001,842,124,930320,2392.74,16.326
21676,2001,842,124,930330,4437.065,34.824
21677,2001,842,152,930100,47.574,1.311
21678,2001,842,152,930200,67.35,0.251
21679,2001,842,152,930320,185.62,1.69
21680,2001,842,152,930330,42.239,0.327
21681,2001,842,156,930100,82.429,1.48
21682,2001,842,170,930100,5646.874,52.683
21683,2001,842,170,930200,27.081,0.072
21684,2001,842,170,930320,156.655,1.279
21685,2001,842,170,930330,219.276,2.209
21686,2001,842,188,930200,233.554,0.805
21687,2001,842,188,930320,23.872,0.341
21688,2001,842,188,930330,35.196,0.476
21689,2001,842,191,930200,2.737,0.005
21690,2001,842,191,930320,1.529,0.023
21691,2001,842,191,930330,1.309,0.024
21692,2001,842,196,930320,12.223,0.129
21693,2001,842,196,930330,1.087,0.011
21694,2001,842,203,930100,2.636,0.074
21695,2001,842,203,930200,82.716,0.274
21696,2001,842,203,930320,2.719,0.036
21697,2001,842,203,930330,57.402,0.529
21698,2001,842,208,930100,57.063,1.025
21699,2001,842,208,930200,8.627,0.062
21700,2001,842,208,930320,62.623,0.609
21701,2001,842,208,930330,52.526,0.518
21702,2001,842,212,930200,7.851,0.066
21703,2001,842,212,930320,1.745,0.02
21704,2001,842,212,930330,0.311,0.011
21705,2001,842,214,930100,123.907,2.552
21706,2001,842,214,930200,1518.014,5.673
21707,2001,842,214,930320,230.47,1.784
21708,2001,842,218,930100,699.05,12.552
21709,2001,842,218,930200,1039.477,3.767
21710,2001,842,218,930320,254.132,2.541
21711,2001,842,218,930330,72.054,26.995
21712,2001,842,222,930100,24.359,0.567
21713,2001,842,222,930200,264.252,2.149
21714,2001,842,222,930320,142.553,0.992
21715,2001,842,222,930330,113.431,2.91
21716,2001,842,233,930100,6.282,0.011
21717,2001,842,233,930200,4.653,0.101
21718,2001,842,233,930320,5.292,0.066
21719,2001,842,233,930330,16.974,0.131
21720,2001,842,246,930100,7.85,0.141
21721,2001,842,246,930200,33.636,0.137
21722,2001,842,246,930320,153.053,1.577
21723,2001,842,246,930330,212.697,2.021
21724,2001,842,251,930100,94.079,1.689
21725,2001,842,251,930200,49.53,0.189
21726,2001,842,251,930320,194.925,2.397
21727,2001,842,251,930330,1423.202,8.064
21728,2001,842,258,930200,0.3,0.002
21729,2001,842,258,930320,1.951,0.03
21730,2001,842,258,930330,6.604,0.11
21731,2001,842,276,930100,302.915,5.439
21732,2001,842,276,930200,2108.055,9.03
21733,2001,842,276,930320,758.205,6.97
21734,2001,842,276,930330,2128.495,17.512
21735,2001,842,288,930100,73.886,1.327
21736,2001,842,288,930320,524.373,4.714
21737,2001,842,300,930100,36787.194,660.559
21738,2001,842,300,930200,52.23,0.2
21739,2001,842,300,930320,405.323,2.868
21740,2001,842,304,930320,8.553,0.095
21741,2001,842,304,930330,2.85,0.023
21742,2001,842,308,930100,6.067,0.109
21743,2001,842,308,930200,58.061,0.512
21744,2001,842,308,930320,9.366,0.145
21745,2001,842,308,930330,1.919,0.007
21746,2001,842,320,930100,7.779,0.108
21747,2001,842,320,930200,184.765,0.867
21748,2001,842,320,930320,257.317,2.25
21749,2001,842,320,930330,117.526,0.849
21750,2001,842,328,930200,61.745,0.259
21751,2001,842,328,930320,55.171,0.525
21752,2001,842,328,930330,6.94,0.358
21753,2001,842,332,930200,8.46,0.032
21754,2001,842,332,930320,26.556,0.217
21755,2001,842,340,930100,1383.186,4.674
21756,2001,842,340,930200,1125.973,3.885
21757,2001,842,340,930320,37.08,0.874
21758,2001,842,340,930330,44.798,0.366
21759,2001,842,344,930100,90.709,1.629
21760,2001,842,344,930200,140.055,0.506
21761,2001,842,344,930320,16.544,0.128
21762,2001,842,344,930330,5.512,0.044
21763,2001,842,348,930200,4.436,0.017
21764,2001,842,348,930320,23.923,0.232
21765,2001,842,348,930330,53.669,0.415
21766,2001,842,352,930100,0.413,0.011
21767,2001,842,352,930320,63.91,0.698
21768,2001,842,352,930330,29.816,0.266
21769,2001,842,360,930100,5.585,0.114
21770,2001,842,372,930100,74.589,1.339
21771,2001,842,372,930320,41.699,0.366
21772,2001,842,372,930330,85.217,0.653
21773,2001,842,376,930100,5640.414,101.281
21774,2001,842,376,930200,533.232,2.037
21775,2001,842,376,930320,24.54,0.2
21776,2001,842,376,930330,3.335,0.027
21777,2001,842,380,930100,28782.999,516.834
21778,2001,842,380,930200,1183.169,3.276
21779,2001,842,380,930320,372.754,2.215
21780,2001,842,380,930330,848.539,7.814
21781,2001,842,388,930200,410.514,1.503
21782,2001,842,388,930320,108.281,0.882
21783,2001,842,388,930330,1.241,0.025
21784,2001,842,392,930100,42251.84,142.141
21785,2001,842,392,930200,2333.044,7.25
21786,2001,842,392,930320,1051.94,6.911
21787,2001,842,392,930330,314.34,2.127
21788,2001,842,400,930100,3505.442,62.944
21789,2001,842,400,930200,194.547,0.743
21790,2001,842,400,930320,2.682,0.022
21791,2001,842,400,930330,2.902,0.023
21792,2001,842,404,930200,8.521,0.03
21793,2001,842,404,930320,102.048,0.707
21794,2001,842,410,930100,2370.92,7.2
21795,2001,842,410,930200,687.091,2.695
21796,2001,842,410,930320,403.53,2.149
21797,2001,842,410,930330,12.647,0.099
21798,2001,842,414,930100,6961.761,125.007
21799,2001,842,414,930200,21.96,0.07
21800,2001,842,414,930320,40.523,0.331
21801,2001,842,422,930200,3.327,0.013
21802,2001,842,422,930320,78.724,0.574
21803,2001,842,422,930330,3.912,0.011
21804,2001,842,428,930200,4.342,0.017
21805,2001,842,428,930330,8.495,0.087
21806,2001,842,440,930330,1.229,0.015
21807,2001,842,442,930200,22.485,0.041
21808,2001,842,442,930330,9.264,0.045
21809,2001,842,446,930200,82.604,0.13
21810,2001,842,458,930100,111.696,2.006
21811,2001,842,458,930200,11.262,0.036
21812,2001,842,458,930320,61.335,0.492
21813,2001,842,458,930330,4.138,0.036
21814,2001,842,466,930200,4.16,0.388
21815,2001,842,470,930320,0.433,0.005
21816,2001,842,480,930200,5.081,0.025
21817,2001,842,484,930100,1387.457,15.966
21818,2001,842,484,930200,773.379,3.366
21819,2001,842,484,930320,168.782,0.577
21820,2001,842,484,930330,113.48,1.038
21821,2001,842,490,930100,16027.56,287.794
21822,2001,842,490,930200,134.095,0.512
21823,2001,842,490,930320,221.288,1.806
21824,2001,842,496,930320,0.998,0.011
21825,2001,842,496,930330,0.19,0.002
21826,2001,842,512,930100,714.259,12.825
21827,2001,842,512,930200,9.371,0.042
21828,2001,842,512,930320,26.008,0.123
21829,2001,842,512,930330,14.854,0.119
21830,2001,842,516,930200,44.63,0.116
21831,2001,842,516,930320,13.309,0.4
21832,2001,842,516,930330,0.174,0.023
21833,2001,842,524,930100,2.895,0.052
21834,2001,842,528,930100,1368.421,24.572
21835,2001,842,528,930200,3.499,0.013
21836,2001,842,528,930330,2.94,0.024
21837,2001,842,530,930320,3.884,0.032
21838,2001,842,533,930100,83.583,1.501
21839,2001,842,533,930200,3.477,0.013
21840,2001,842,533,930320,5.76,0.047
21841,2001,842,533,930330,3.625,0.029
21842,2001,842,540,930100,3.732,0.067
21843,2001,842,540,930200,5.771,0.028
21844,2001,842,540,930320,177.378,2.634
21845,2001,842,540,930330,94.394,0.839
21846,2001,842,554,930100,30.763,0.727
21847,2001,842,554,930200,12.197,0.045
21848,2001,842,554,930320,187.057,2.014
21849,2001,842,554,930330,355.704,3.344
21850,2001,842,558,930100,9.275,0.167
21851,2001,842,558,930200,44.886,0.281
21852,2001,842,558,930320,92.333,0.752
21853,2001,842,558,930330,39.656,0.467
21854,2001,842,562,930200,0.32,0.019
21855,2001,842,562,930320,0.289,0.006
21856,2001,842,562,930330,0.886,0.021
21857,2001,842,579,930100,259.878,0.695
21858,2001,842,579,930200,128.604,0.516
21859,2001,842,579,930320,78.492,0.835
21860,2001,842,579,930330,546.011,5.132
21861,2001,842,591,930200,52.503,0.202
21862,2001,842,591,930320,42.866,1.137
21863,2001,842,591,930330,29.311,0.235
